Date,Mkt-RF,SMB,HML,RF,Mom,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
197401,-0.19,9.69,6,0.63,-8.91,1.82,-0.83,3.02,8.76,-0.35,-2.56,10.36,-2.51,2.2,11.43,5.75,5.33,-2.3,-0.97,12.07,6.38,5.05,5.75,-8.06,4.51,1.33,0.93,1.11,0.27,0.05,3.79,7.83,1.57,0.35,1.62
197402,-0.35,-0.01,2.49,0.58,0.14,0.28,-1.74,1.84,-1.64,-3.14,-3.35,0.94,-1.21,1.93,-0.38,3.16,3.11,0.06,-1.88,-0.32,5.06,1.8,5.52,-1.66,0.28,5.02,-1.74,-0.48,1.17,7.78,4.79,1.35,-4.61,0.63,-0.91
197403,-2.9,2.43,-0.09,0.56,-0.93,-2.39,-2.2,-5.99,4.68,4.3,-0.22,-1.7,1.22,1.46,2.9,-1.79,-2.47,-4.6,-2.09,0.24,-5.69,-4.33,4.64,-3.39,-3.57,-4.43,-1.48,-2.71,0.4,-4.97,3.49,-4.54,3.73,-4.13,-2.87
197404,-5.35,-0.78,1,0.75,2.14,-3.33,-3.67,-2.77,-7.61,-5.58,-4.2,-3.77,-1.49,0.95,-1.29,-4.59,0.35,-4.76,-3.91,-2.14,-3.46,-9.23,2.51,-6.22,-12.28,-5.29,-10.11,-3.51,-1.12,-4.21,-3.97,-2.1,-2.96,-6.72,-5.28
197405,-4.95,-2.86,-1.96,0.75,-0.37,-3.72,-4.47,5.57,1.11,-1.82,1.01,-7.64,-0.14,-0.1,-6.71,-9.02,-8.36,-4.75,-5.86,2.46,-6.05,-7.81,-8.18,-7.17,-4.91,-1.18,-9,-4.18,-5.74,-4.52,-3.89,2.16,-3.03,-10.07,-6.37
197406,-2.89,-0.18,0.81,0.6,2.33,0.09,-3.22,-0.5,-5.99,0.96,-0.47,-3.75,-1.61,0.42,-1.86,-4.39,3.84,-1.25,-8.13,-3.31,-0.41,2.26,-6.2,-0.13,-6.1,0.66,-4.57,-2.82,0.78,-1.09,-5.12,-2.07,-7.28,-6.56,-6.66
197407,-7.79,0.87,5.18,0.7,3.09,-12.59,-11.3,-6.75,-12.91,-6.99,-13.38,-4.47,-14.05,-4.28,-2.47,-5.98,3.27,-7.52,-7.82,-10.89,-6.39,5.88,-8.97,-0.61,0.72,-8.58,-6.59,-8.83,-5.15,-6.76,-5.77,-13.56,-15.22,-7.1,-7.73
197408,-9.38,-0.68,2.59,0.6,2.99,-11.39,-17.77,-2.89,-1.24,-11.38,-12,-3.95,-8.11,-10.88,-7.7,-10.2,-8,-9.9,-10.86,-4.74,-10.1,-9.12,-1.31,-8.36,-8.55,0.79,-11.68,-4.77,-8.64,-9.46,-10.21,-13.99,-6.18,-11.78,-8.92
197409,-11.78,0.34,5.48,0.81,4.14,-12.76,-16.73,-12.15,-20.35,-6.56,-17.2,-10.1,-15.55,-10.17,-9.88,-10.86,-7.95,-11.14,-12.93,-9.3,-7.99,-12.82,-6.17,-7.9,-1.3,-4.16,-7.94,-17.08,-15.36,-9.01,-13.58,-11.11,-20.22,-6.96,-11.43
197410,16.05,-3.43,-9.77,0.51,-0.76,20.32,9.7,22.54,9.32,1.61,16.69,3.37,29.48,17.92,5.34,13.69,10.04,21.19,17.71,-2.6,10.2,20.06,46.06,21.01,12.92,11.73,16.42,14.83,17.32,19.7,19.66,7.95,18.48,20.56,20.18
197411,-4.64,-1.23,-0.15,0.54,2.19,-3.54,-4.03,0.87,-3.36,-2.2,-5.21,-12.21,-1.2,-9.97,-14.22,-5.68,-1.38,-2.84,-7.42,-6,-0.48,-2.65,3.87,-4.08,-0.09,-3.45,-6.37,-4.81,-7.04,-7.12,-2.85,-5.95,-5.91,-1.91,-1.33
197412,-3.4,-4.81,0.06,0.7,2.94,0.62,-7.67,2.01,-10.18,-4.33,-5.34,-2.96,-3.39,-3.8,-2.45,-5.94,-4.05,-3.89,-4.87,0.11,-6.15,-6.94,0.63,0.92,-0.8,1.99,-1.42,-5.36,-6.03,-5.03,-5.79,-2.85,-10.45,-2.67,-6.15
197501,13.58,10.89,8.13,0.58,-13.83,19.57,26.11,5.21,30.7,23.1,17.5,32.5,-0.57,10.38,20.65,23.64,17.71,12.85,19.05,21.98,17.73,13,18.25,5.88,18.79,10.69,23.51,15.19,10.72,16.32,25.88,27.09,27.64,17.05,15.46
197502,5.41,0.18,-4.41,0.43,-0.56,4.74,10.94,-3.4,13.14,9.49,11.51,-0.59,16.02,8.9,3.45,3.93,1.87,8.04,12.43,0.16,7.68,6.31,-2.2,2.35,0.92,5.39,6.75,13.23,8.15,5.42,5.67,3.69,15.29,0.33,4.02
197503,2.61,3.77,2.52,0.41,-1.98,5.56,4.92,5.87,14.95,8.88,3.53,22.87,1.31,5.97,8.56,9.88,11.39,5.28,4.13,6.95,9.58,8.21,17.27,-2.46,-1.3,-0.82,4.78,0.86,1.49,4.47,6.96,11.06,12.87,2.49,2.82
197504,4.21,-0.52,-1.22,0.44,1.37,1.44,-3.59,5.13,8.45,7.49,6.73,4.29,0.72,16.05,9.24,3.73,8.98,6.22,8.89,3.31,9.99,7.8,22,6.82,-1.59,-0.73,2.33,5.52,11.56,4.81,5.62,0.91,14.66,1.41,4.64
197505,5.07,3.84,-4.15,0.44,-0.55,6.77,4.96,1.84,3.29,4.05,2.26,3.54,6.49,0.3,4.4,5.43,-5.63,4.87,12.33,3.86,10.73,6.18,23.22,12.24,8.41,3.54,7.55,5.85,5.23,-0.32,4.5,4.39,3.77,6.43,5.5
197506,4.74,0.72,1.32,0.41,0.06,5.13,3.53,4.76,5.68,3.91,3.37,9.48,0.92,4.35,5.87,6.26,6.49,5.4,2.18,9.53,8.1,5.82,-3.11,6.22,10.78,4.13,7.33,2.14,2.43,3.85,4.24,7.82,6.56,6.22,5.88
197507,-6.52,2.68,1.61,0.48,0.43,-5.56,-4.47,-6.63,-6.58,-5.79,-7.98,-3.34,-12.03,-4.43,-3.44,-5.31,-6.66,-4.13,-6.35,1.23,-6.4,-4.37,-3.14,-4.09,-4.76,-4.41,-6.48,-9.42,-6.37,-3.14,-3.19,-8.06,-8.94,-7.26,-4.78
197508,-2.84,-3.24,-0.85,0.48,-0.15,-2.05,-4.63,-4.57,-2.28,-2.81,-4.55,-4.19,-3.32,1.82,-2.34,-2.39,3.58,-2.04,-5.6,-2.51,-1.38,-8.52,-3.79,-0.89,-1.31,-3.71,-5.34,-2.87,1.59,-3.22,0.11,0.56,-3.07,-6.02,-4.55
197509,-4.33,-0.08,0.43,0.53,0.39,-2.84,-5.7,1.5,-2.4,-5.75,-3.93,-0.65,-6.51,-8.53,-0.42,-6.35,-4.91,-3.9,-7.41,-1.28,-4.25,-4,1.5,-1.22,-0.95,-1.24,-5.92,-0.68,-7.07,-3.33,-5.54,-3.58,-3.07,-7.4,-5.88
197510,5.03,-4.09,0.31,0.56,-0.12,13.44,0.85,6.25,0.66,7.16,9.48,13.15,10.66,6.6,8.23,3.75,-3.07,2.94,0.53,9.59,1.52,-2.17,-16.08,-1.13,6.51,7.11,3.78,8.39,8.92,4.98,4.81,10.48,11.42,4.92,4.18
197511,2.71,-1.14,1.92,0.41,-0.45,3.38,2.57,5.9,3.59,3.45,3.86,8.5,5.15,2.1,4.66,4.49,1.72,0.43,6.59,4.38,0.01,-1.83,2.97,-1.88,3.11,4.05,3.36,4.99,3.95,4.42,0.94,4.42,9.7,4.85,2.6
197512,-1.58,-0.75,1.69,0.48,-0.13,-2.2,0.45,-0.32,-3.05,-0.42,-3.36,-0.53,-6.34,-0.04,-1.04,0.97,1.29,0.32,-5.19,1.09,-3.39,2.09,3.28,0.13,1.33,0.16,-1.51,-1.18,-2.44,1.91,-0.21,-3.71,-2.31,-0.37,-1.42
197601,12.13,4.81,8.37,0.47,4.47,7.88,15.93,7.5,20.53,16.14,12.37,23.19,7.77,20.01,20.77,17.87,20.93,18.71,17.38,13.89,17.75,12.7,21.49,8.05,8.38,9.51,14.45,18.33,17.3,14.46,17.51,8.05,12.8,11.92,11.56
197602,0.39,7.02,5.77,0.34,0.36,-3.81,1.66,-1.1,2.78,2,-2.2,5.99,-6.47,2.62,4.56,5.47,5.36,5.3,2.77,4.29,4.75,2.47,1.13,-3.39,-3.48,3.33,6.38,1.17,1.36,5.81,5.43,4.26,4.89,1.76,4.03
197603,2.28,-1.26,0.05,0.4,0.18,0.79,0.32,0.75,-0.44,-1.9,3.1,4.72,6.5,-3.58,0.47,2.39,-0.01,0.19,-0.18,4.86,6.14,5.35,-4.17,7.66,1.41,0.57,-2.68,3.06,4.26,-2.13,2.83,4.5,-0.26,3.23,0.75
197604,-1.46,-0.05,-0.09,0.42,0.49,-1.01,-4.26,-1.39,-1.68,-2.27,-4.32,-1.83,-4.3,0.01,-4.53,-0.22,1.08,-0.16,1.47,1.23,2.74,1.69,11.8,2.03,0.64,2.03,-2.93,-3.43,-1.63,0.93,-0.25,-5.09,-5.57,-2.45,-0.01
197605,-1.31,-1.21,-1.39,0.37,-1.11,-0.29,-5.41,-2.34,-1.45,-3.07,-3.02,-8.85,-2.8,-2.58,-5.6,-3.96,0.63,2.55,-1.32,-2.96,1.39,-0.07,10.13,5.31,-1.35,-3.06,-1.03,0.59,-2.03,1.66,-0.82,-6.34,-6.9,-2.14,-1.19
197606,4.02,-1.34,0.74,0.43,-0.44,5.49,5.75,-2.7,4.63,3.98,6.1,1.18,3.65,-0.28,0.53,3.96,4.55,7.07,5.69,3.28,11.36,5.69,5.19,5.21,4.24,3.75,7.63,8.25,0.48,4.57,0.74,0.78,5.1,6.31,3.36
197607,-1.09,0.28,1.73,0.47,-0.1,2.11,-0.41,2.73,-3.91,1.51,-2.27,-1.31,-0.4,-2.25,-1.47,-1.7,-2.35,-2.05,-1.19,-0.4,-4.16,-3.66,-6.76,-0.5,2.82,1.29,-1.86,-2.28,-0.43,0.09,-3.55,-1.79,-4.75,1.12,1.2
197608,-0.56,-1.98,0.81,0.42,-0.85,-0.4,-0.96,3.86,-3.38,-0.73,-0.47,-4.1,2.15,-3.22,-2.17,-1.95,-3.62,-2.61,-1.72,-0.19,0.45,-2.45,-8.61,-0.69,2.91,4.52,-2.35,-0.71,-1.04,-3.61,-1.22,4.72,-3.09,-0.02,-1.96
197609,2.01,0,-0.32,0.44,0.22,0.38,-2.16,6.63,-0.21,5.05,-0.34,1.71,3.62,0.39,-0.83,3.68,1.93,0.38,4.48,5.83,3.95,1.61,7.38,6.18,4.08,1.7,3.19,2.84,3.21,-0.57,1.63,0.4,-1.03,0.59,1.3
197610,-2.45,0.16,-0.17,0.41,-0.45,-2.18,-2.79,0.16,-0.83,-0.44,-2.72,-0.62,-3.75,-2.5,-0.95,-0.73,-5.84,-3.5,-5.16,-1.77,-6.2,-0.35,-4.35,-2.32,-0.83,1.41,-3.13,-4.49,-1.97,-3.67,0.26,-0.22,-2.89,0.54,-1.88
197611,0.14,2.35,1.48,0.4,2.94,1.16,-8.23,2.42,-0.89,4.89,-1.14,8.94,-9.67,-5,5.63,4.96,-0.26,1.4,-0.45,0.48,3.45,1.62,0.52,0.95,3.17,2.61,2.3,1.58,0.44,4.6,0.53,5.51,3.58,1.69,2.24
197612,5.76,2.93,2.32,0.4,0.78,3.99,9.31,3.97,12.47,8.75,3.75,7.07,6.26,10.14,5.49,8.08,7.39,6.54,3.21,9.95,6,3.98,6.51,6.19,6.57,3.49,10.41,3.68,3.98,4.94,7.7,1.77,3.72,8.87,7.86
197701,-3.99,4.79,4.29,0.36,3.96,-4.28,-11.74,-4.91,-5.35,-2.1,-8.39,1.5,-8.82,-5.61,-1.29,-3.97,-3.46,-4,-3.3,-3.04,-1.86,-3.67,-1.01,0.32,0.81,-0.2,-1.16,-3.94,-8.84,-3.43,-4.47,-7.31,-10.25,-4.44,-2.5
197702,-1.93,1.06,0.45,0.35,0.38,-0.87,1.03,-0.37,-5.16,-2.24,-2.25,-5.31,-0.22,-0.73,-4.67,-1.21,-0.84,-1.26,-0.47,-3.22,-0.76,-0.47,2.84,-3.02,-3.4,1.28,-2.56,-0.59,1.41,-3.41,-1.58,-1.61,-2.26,-1.59,-1.51
197703,-1.3,1.03,1.09,0.38,0.54,-0.96,-3.35,-2.77,-0.21,-1.42,-3.26,-0.85,-1.75,-0.5,-0.92,1.18,0.6,3.52,4.04,-5.19,-0.09,2.12,1.32,-2.18,0.17,-1.05,0.72,-0.03,-0.82,0.13,0.17,-2.96,-5.04,-0.5,0.58
197704,0.12,-0.1,3.43,0.38,4.21,-0.05,-1.83,2.05,-1.86,1.09,-0.43,1.96,-5.15,-0.49,2.01,3.37,0.83,4.47,4.26,2.04,2.51,0.5,-3.83,2.77,1.95,0.42,0.53,-3.64,0.19,4.89,-2.82,-3.85,0.88,2.31,1.7
197705,-1.45,1.25,0.88,0.37,2.11,-0.66,-2.42,1.31,-2.12,0.55,-3.1,-4.75,-1.88,-3.65,-4.67,-2.2,-5.76,0.3,-1.86,-0.44,1.37,-6.13,-10.66,-0.17,1.67,1.4,-0.03,-1.45,-4.34,1.33,-2.36,-3.65,2.02,-0.52,0.16
197706,4.74,2.17,-0.63,0.4,1.78,4.29,1.55,2.42,7.92,8.37,5.91,6.94,9.03,0.22,5.64,3.33,0.06,3.07,5.89,4.52,9.29,-0.76,10.24,5.98,5.73,1.55,11.65,7.82,2.6,2.4,4.42,5.76,11.07,5.88,5.11
197707,-1.7,2.12,-0.61,0.42,0.36,2.5,-3.86,1.88,-0.38,-0.33,-1.69,-1.02,-2.24,-3.36,-0.67,-2.44,-7.04,-6.23,-0.37,-2.5,-1.94,-3.82,-8.99,-1.75,0.88,-0.71,-0.09,-0.11,-3.58,-2.36,-4.65,0.02,0.58,0.5,0.59
197708,-1.78,1.54,-2.75,0.44,-1.69,-0.18,1.75,2.35,0.06,-1.07,2.5,0.27,3.79,-2.97,-1.4,-1.98,-4.86,-1.49,-0.61,-1.08,-3,-2.1,-5.02,-5.75,-3.26,-2.33,-0.88,0.46,-1.37,-3.59,1,4.84,5.36,-1.19,-0.83
197709,-0.27,1.43,-0.47,0.43,2.07,0.42,1.36,-1.02,-1.95,-0.82,-0.74,1.98,-0.83,-0.4,0.07,-0.68,-5.6,1.69,-2.46,3.02,-3.28,-1.16,-0.02,0.76,2,3.87,0.74,-1.84,-1.04,-1.81,-1.97,-1.25,3.25,-0.02,1.16
197710,-4.42,1.28,1.83,0.49,-0.06,-4.54,-4.28,-2.3,-6.14,1.37,-6.51,-2.02,-1.69,-3.15,-3.72,-1.73,0.13,-5.33,-1.73,-4.61,-3.11,-6.64,-2.31,-3.54,-3.15,-5.37,-2.91,-3.24,-6.03,-3.8,-3.17,-2.86,-3.97,-4.66,-4.01
197711,4.04,3.68,0.35,0.5,2.21,3.34,5.42,2.68,9.57,6.97,2.5,9.2,6.02,2.97,6.82,7.09,1.61,7.14,4.9,1.74,7.51,4.32,4.39,3.38,4.28,2.18,8.21,5.15,4.55,6.88,7.49,5.14,8.42,5.75,6.25
197712,0.33,1.39,-0.35,0.49,1.59,-0.1,-2.51,-1.82,1.48,4.21,-0.54,0.81,0.6,1.32,-1.02,-0.07,4.38,0.91,-1.55,-0.9,1.11,1.2,-2.66,1.77,-0.31,2.32,2.02,2.47,0.11,1.16,1.78,-2.36,1.52,-0.01,1.54
197801,-6.01,2.28,3.27,0.49,-0.69,-5.17,-0.38,-6.21,-7.14,-8.12,-7.4,-5.21,-1.81,-6.39,-1.16,-5.08,-4.38,-6.57,-2.82,-6.23,-6.66,-4.66,-5.18,-6.94,-4.59,-4.21,-5.51,-4.69,-6.18,-1.62,-7.49,-6.8,-7.73,-5.44,-3.75
197802,-1.39,3.63,0.84,0.46,1.97,-0.04,0.08,0.67,-0.48,-0.25,-3.09,2.52,-3,-4.84,-0.18,-0.1,-3.12,-0.42,-2.32,1.2,3.36,-1.37,2.27,-1.14,-0.39,4.59,1.17,-3.53,-4.05,-1.43,0.07,-1.35,4.11,0.16,-0.12
197803,2.87,3.39,1.2,0.53,1.31,2.64,3.14,3.98,9.07,9.73,2.38,8.22,4.17,4.05,3.18,6.65,5.93,3.61,3.06,5.91,9.53,4.31,-6.07,2.19,2.5,2.83,7.63,-0.9,3.02,4.49,5.14,1.8,6.56,4.84,5.82
197804,7.74,0.26,-3.46,0.54,0.82,6.36,4.32,8.57,11.99,9.72,13.66,6.26,9.18,10.86,5.71,9.39,8.82,11.53,12.52,7.93,13.23,2.76,13.21,6.81,0.26,3.21,7.09,13.4,11.48,9.4,10.06,11.54,11.11,9.77,8.23
197805,1.81,4.58,-0.57,0.51,2.87,4.27,4.99,2.59,7.28,4.96,4.29,4.33,5.28,0.3,3.74,4.18,3.46,4.85,8.78,-1.49,11.1,5.34,-3.38,0.97,0.72,-0.5,5.72,1.45,3.34,2.51,0.8,-0.31,8.17,1.31,4.23
197806,-1.62,1.74,0.56,0.54,2.77,0.61,-1.62,0.04,-0.79,-0.19,-1.89,-3.96,1.09,-2.44,-1.05,-1.63,-5.7,-0.34,-2.51,-3.08,3.61,-3.86,-1.08,-3.91,0.83,-1.56,0.2,-0.34,-0.51,-0.61,-0.77,-2.08,3.4,-0.31,0.89
197807,5.11,0.32,-1.2,0.56,4.18,2.34,6.03,4.51,7.35,7.18,7.3,1.98,8.87,5.4,3.48,7.48,8.03,5.96,8.8,3.62,15.22,6.82,2.84,3.38,2.75,1.45,7.74,8.66,9.74,11.56,7.9,5.29,5.24,4.95,6.25
197808,3.69,5,-0.44,0.55,2.87,3.54,-0.31,1.34,6.35,7.24,2.69,7.19,1.02,4.7,10.76,8.57,0.99,4.52,1.58,2.03,4.44,5.54,-0.83,5.28,0.48,3.56,6.22,5.91,5.42,4.27,7.24,5.49,10.95,5.54,6.51
197809,-1.31,-0.41,1.9,0.62,-3.13,-0.7,1.43,2.07,-4.13,-3.04,-3.06,-2.12,-2.76,-0.28,2.67,-1.77,0.56,-0.86,-4.51,1.13,-6.91,2.87,0.57,4.72,-0.24,1.49,-3.68,-4.14,-3.08,-3.63,-2.93,-2.26,-0.11,-0.87,-1.72
197810,-11.78,-9.95,1.43,0.68,-8.38,-10.19,-14.66,-8.24,-17.98,-13.29,-9.26,-15.74,-12.89,-9.61,-18.76,-17.09,-11.62,-14.25,-12.82,-10.34,-15.89,-11.21,-17.6,-10.51,-7.11,-4.7,-18.13,-10.64,-8.17,-17.55,-14.35,-13.01,-23.37,-11.09,-16.45
197811,2.68,3.09,-2.22,0.7,5.42,1.31,4.45,2.56,7.05,2.91,3.11,4.52,5.16,1.13,4.58,1.83,1.29,4.07,2.68,0.55,9.44,-2.53,6.35,6.12,3.09,3.38,5.23,5.12,1.2,3.79,2.36,2.16,4.57,1.58,4.23
197812,0.99,1.27,-2.1,0.78,3.05,1.52,3.36,2.49,2.13,2.54,0.96,1.1,3.39,0.06,-1.43,2.01,0.57,2.94,-0.09,-0.22,2.71,4.91,-1.79,2.86,-1.23,-0.05,1.15,6.64,1.01,-1.18,1,-1.55,-3.17,1.34,2.96
197901,4.18,3.5,2.2,0.77,-1.4,3.02,6.64,0.54,5.43,6.82,3.39,10.94,1.43,6.47,7.71,7.44,13.18,5.75,6.8,5.2,4.73,10.06,9.85,3.32,6.32,3.82,5.07,4.17,7.58,3.7,8.92,6.3,6.99,5.15,7.25
197902,-3.41,0.45,1.17,0.73,-1.08,-3.97,-3.87,-3,-6.42,-3.4,-5.16,-3.05,-4.49,-2.32,-0.21,-3.25,-3.77,-2.93,-5.57,-3.23,-11.84,1.62,-0.38,0.33,-1.62,-0.68,-5.96,-3.26,-3.8,-5.48,-1.82,-4.33,-4.14,-3.33,-2.99
197903,5.75,3.16,-0.59,0.81,2.9,2.4,8.01,5.24,7.22,3.27,4.72,10.71,5.08,9.78,6.81,9.31,8.83,7.41,5.05,6.34,7.08,8.24,16.22,9.03,2.4,0.3,9.07,7.63,7.77,9.73,6.02,5.61,8.96,7.21,8.58
197904,0.05,2.15,1.11,0.8,0.76,-0.47,2.24,-0.21,2.52,1.7,0.78,-0.59,0.46,-2.11,1.39,3.28,-0.29,-0.26,0.16,2.45,-1.12,-0.29,-7.19,4.43,-2.73,-2.55,3.99,0.17,-2.19,0.73,-0.19,0.69,6.33,1.4,2.57
197905,-2.18,0.12,1.26,0.82,-0.57,-1.37,-4.66,-2.8,-2.27,-2.69,-2.65,0.19,-2.67,-2.85,-1.59,-1.47,-2.29,-0.71,-1.17,-1.54,-5.11,3.33,7.1,-2.71,1.45,0.18,-0.37,-1.96,-0.79,1,-2.31,-2.88,-3.76,0.19,-1.45
197906,3.88,1.07,1.4,0.81,0.84,3.22,6.08,5.51,2.28,1.94,1.04,-0.23,4.82,3.95,3.8,4.8,3.04,6.42,10.17,2.56,5.08,7.69,14.26,9.07,4.97,2.14,4.18,0.38,2.08,2.54,2.74,2.63,2.57,8.41,6.27
197907,0.73,1.31,1.75,0.77,-1.1,0.87,0.75,4.78,4.06,3.48,0.49,2.53,0.13,4.2,0.81,4.27,4.31,2.79,2.28,0.26,3.8,3.11,-3.09,1.9,2.13,-0.23,4.42,-1.74,-1.09,7.7,0.49,0.67,3.43,3.22,1.19
197908,5.7,1.97,-1.58,0.77,-0.24,6.81,11.69,8.74,5.91,7.99,6.66,9.56,8.57,7.03,3.93,8.89,6.6,5.8,6.02,4.98,13.53,8.21,2.74,8.01,2.06,1.63,8.47,5.88,7.57,5.66,8.18,9.23,5.83,4.97,6.63
197909,-0.69,-0.29,-0.86,0.83,5.33,-1.8,-1.03,-4.97,2.14,0.38,-3.78,-1.27,-0.52,2.52,-2.37,0.2,2.34,-1.52,-4.05,1.95,0.41,5.51,3.31,5.86,-2.14,-2.42,-0.65,-1.81,-1.43,-3.79,2.36,-1.98,-4.54,-1.11,-0.39
197910,-8.14,-3.29,-1.87,0.87,2.15,-8.11,-9.6,-3.78,-8.89,-7.96,-7.5,-8.91,-4.39,-7.98,-9.3,-9.59,-11.06,-8.47,-6.71,-11.42,-7.99,-10.99,-16.62,-2.26,-5.78,-4.8,-9.79,-7.71,-8.73,-10.83,-10.31,-8.42,-12.24,-10.04,-9.35
197911,5.37,2.74,-3.21,0.99,7.95,4.79,7.92,6.56,7.25,3.16,1.2,8.47,8.74,6.67,3.97,5.7,1.48,7.56,4.86,-4.71,12.15,10.01,17.99,8.87,7.81,4.06,10.6,8.21,0.4,6.56,7.64,3.21,0.92,6.21,7.39
197912,1.87,4.08,-2,0.95,4.78,2.06,4.2,3.07,8.63,5.45,2.94,5.13,2.13,5.26,8.14,4.71,8.13,3.02,4.59,1.35,8.31,16.21,5.56,2.62,-0.91,-1.37,4.29,1.78,3.4,3.64,8.61,1.23,5.48,1.66,6.06
198001,5.76,1.6,1.83,0.8,7.5,3.17,11.04,-0.63,6.51,3.65,1.26,1.23,-1.31,4.25,5.05,7.88,18.77,7.01,8.1,9.73,24.19,14.02,8.59,14.1,1.62,-2.47,7.32,7.26,5.25,9.6,6.21,-0.35,3.02,1.95,7.78
198002,-0.79,-1.86,0.66,0.89,7.88,-5.72,-2.29,-4.8,-3.46,-6.38,-4.64,-0.17,-4.56,-1.33,-1.14,-2.49,-0.2,-3.19,-4.35,-6.38,-7.97,4.31,-0.81,12.61,-3.35,-1.08,-2.97,-3.53,0.26,-4.47,-2.24,-5.32,-5.54,-4.87,-2.43
198003,-13.23,-6.54,-1.08,1.21,-9.58,-8.34,-13.41,-0.71,-8.68,-11.72,-4.38,-6.23,-2.84,-11.99,-14.53,-14.84,-18.59,-12.55,-8.94,-9.77,-12.19,-20.33,-21.21,-17.72,-6.69,-2.77,-15.44,-12.67,-11.28,-13.86,-10.02,-7.9,-12.94,-8.79,-15.75
198004,3.97,0.91,1.14,1.26,-0.43,7.63,3.26,9.57,4.12,2.39,4.25,2.66,4.3,5.07,5.74,4.01,1.79,0.64,2.37,-2.22,-2.02,1.38,2.07,6.75,11.93,7.26,8.56,0.53,3.49,0.58,-1.39,4.64,7.66,6.63,7.1
198005,5.2,2.05,0.37,0.81,-1.11,7.78,9.76,8.95,4.64,10,6.4,0.98,6.95,7.62,7.02,8.33,6.23,5.45,7.73,2.93,0.38,7.32,15.37,3.97,4.59,4.86,7.61,4.78,6.91,11.18,12.22,9.54,11.78,7.63,7.41
198006,3.16,1.68,-0.84,0.61,1.59,2.02,3.74,5.66,0.25,2.92,1.25,3.66,0.28,2.19,1.8,5.4,2.66,6.26,0.59,1.98,0.31,13.23,6.34,5.73,4.59,-0.83,4.5,3.12,1.04,1.86,1.31,2.31,3.78,4.86,4.67
198007,6.41,4.33,-6.18,0.53,0.39,5.26,9.02,7.33,8.33,11.1,10.4,15.6,8.87,8.78,11.47,13.65,12.6,12,14.69,12.47,11.32,8.32,6.34,1.7,-0.15,0.94,13.32,15.19,9.71,16.31,10.62,10.88,7.9,3.24,8.59
198008,1.72,3.92,-2.57,0.64,3.21,0.39,1.27,-0.76,3.81,4.59,0.89,1.57,0.31,2.92,4.94,1.77,1.04,1.38,-0.58,3.28,2,5.32,0.12,3.82,-1.23,5.57,6.65,3.57,-0.12,0.51,4.66,0.44,1.13,1.97,5.32
198009,2.2,0.92,-4.61,0.75,5.43,-1.15,1.07,-1.56,3.6,5.23,0.53,2.9,3.61,1.98,-0.15,2.35,4.52,6.05,1.93,1.4,4.34,12.14,7.57,6.84,0.04,-1.54,6.05,2.02,-0.19,1.81,4.1,-0.89,2.98,2.74,3.51
198010,1.06,2.52,-2.71,0.95,7.34,-1.19,0.48,3.88,0.36,-0.57,0.48,1.43,-1.25,-0.99,1.79,4.04,-0.8,2.64,2.55,-3.81,-2.86,-0.64,0.44,7.92,2.05,-2.82,4.66,1.81,0.56,6.11,0.56,-1.81,-3.96,0.06,2.51
198011,9.53,-3.35,-8.44,0.96,15.21,-0.26,0.2,2.43,17.69,3.69,5.36,3.68,8.61,9.38,-1.79,7.57,5.13,11.89,11.94,-2.03,17.69,7.15,14.22,24.65,7.64,-0.05,9.26,9.76,5.86,12.53,6.92,0.84,-1.59,5.3,9.33
198012,-4.75,-0.33,2.66,1.31,-6.64,3.05,-4.07,0.82,-3.66,1.41,-0.78,-2.15,4.72,-1.95,-2.48,-4.48,-4.03,-3.89,-4.52,-0.21,5.2,-7.45,-9.79,-10.83,-1.93,0.08,-2.93,-1.28,-2.71,-5.64,-5.46,0.21,-0.13,3.1,-2.05
198101,-5.05,2.94,6.77,1.04,-7.94,2.25,4.56,-1.07,-4.1,-1.06,-0.96,8.76,-1.57,0.8,7.26,-3.01,1,-6.45,-2.34,-0.12,-7.77,-8.08,-7.88,-10.45,-2.57,6.23,-1.61,-8.21,1.26,2.14,-0.57,0.53,1.04,-2.39,-3.03
198102,0.48,-0.34,1.04,1.07,-1.38,2.32,3.17,3.27,3.65,2.31,8.87,2.63,1.89,3.89,1.21,3.27,2.24,3.35,1.88,6.63,-3.42,-3.11,-0.92,-0.41,-1.33,2.29,0.86,0.52,7.27,1.87,-0.1,3.21,8.49,1.89,1
198103,3.41,3.47,0.65,1.21,0.75,6.94,7.96,5.44,13.45,8.08,3.03,9.2,5.82,2.5,4.75,8.59,19.81,5.75,9.46,7.92,2.68,16.53,4.56,-2.51,3.03,1.41,9.31,4.71,6.02,11.85,11.56,13.43,8.77,6.67,5.56
198104,-2.21,4.43,2.25,1.08,-0.94,0.04,-2.05,1.01,2.02,5.57,-0.46,-4.17,3.06,-2.41,10.65,-1.78,-1.35,0.21,5.05,1.3,0.9,-0.18,-6.39,-7.31,-2.58,6.37,4.2,-0.11,-3.25,2.02,-2.02,4.25,4.57,0.61,3.04
